resolution,api,page,labels,fields,draws,errors,geomsum,drawsum
480x320,1.2,CONFIRM/pwm.lua,3,1,4,0,fec6c5cc,a0423396
480x320,1.2,CONFIRM/vtx_tables.lua,3,1,4,0,7441a0a1,9a6a65d1
480x320,1.2,PAGES/acc_trim.lua,1,2,10,0,fd50f1e9,df759002
480x320,1.2,PAGES/battery.lua,2,4,40,0,610032e6,f425c2f1
480x320,1.2,PAGES/failsafe.lua,2,6,84,0,d5f932ab,171fad03
480x320,1.2,PAGES/filters1.lua,5,7,133,0,7e61ca23,082959ce
480x320,1.2,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.2,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.2,PAGES/pid_advanced.lua,0,1,2,0,9b12dcd9,46f05258
480x320,1.2,PAGES/pids1.lua,7,8,120,0,5a891ef6,84dc0319
480x320,1.2,PAGES/pids2.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.2,PAGES/pos_osd.lua,5,5,50,0,10049314,25086699
480x320,1.2,PAGES/profiles.lua,0,2,8,0,fe425375,611b5e17
480x320,1.2,PAGES/pwm.lua,2,5,60,0,0483a72a,baa424d6
480x320,1.2,PAGES/rates.lua,13,11,308,0,6002c5f3,efcfc849
480x320,1.2,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.2,PAGES/rx.lua,1,5,55,0,a9b069f3,6571fc61
480x320,1.2,PAGES/simplified_tuning.lua,2,13,318,0,f4d0dbaf,fb9db26a
480x320,1.2,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.21,CONFIRM/acc_cal.lua,4,1,5,0,0a18b152,f09a218a
480x320,1.21,CONFIRM/pwm.lua,3,1,4,0,ac1e1fbc,c06689ae
480x320,1.21,CONFIRM/vtx_tables.lua,3,1,4,0,b1117cf7,e3b2a823
480x320,1.21,PAGES/acc_trim.lua,1,2,10,0,b998ace2,e509802a
480x320,1.21,PAGES/battery.lua,2,4,40,0,898ea178,82f7b309
480x320,1.21,PAGES/failsafe.lua,2,6,84,0,f7d9e5f7,39572b4d
480x320,1.21,PAGES/filters1.lua,6,9,190,0,20336144,b6ce8094
480x320,1.21,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.21,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.21,PAGES/pid_advanced.lua,0,1,2,0,18ddbfd4,25577c82
480x320,1.21,PAGES/pids1.lua,7,8,120,0,d85c38d5,fb7d72ad
480x320,1.21,PAGES/pids2.lua,1,2,10,0,f7a52edb,f32cd92e
480x320,1.21,PAGES/pos_osd.lua,5,5,50,0,38a66620,5cf653d9
480x320,1.21,PAGES/profiles.lua,0,2,8,0,8096df67,0aa62597
480x320,1.21,PAGES/pwm.lua,2,5,60,0,2bef219f,411aa2c0
480x320,1.21,PAGES/rates.lua,13,11,308,0,6bcd97e7,4890d45f
480x320,1.21,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.21,PAGES/rx.lua,1,5,55,0,73edb02b,fa236b04
480x320,1.21,PAGES/simplified_tuning.lua,2,13,318,0,c58cd61a,01016968
480x320,1.21,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.26,CONFIRM/acc_cal.lua,4,1,5,0,1251e6bf,db1eafdb
480x320,1.26,CONFIRM/pwm.lua,3,1,4,0,02236cfa,53f3a69c
480x320,1.26,CONFIRM/vtx_tables.lua,3,1,4,0,4ec191f1,a880c6b5
480x320,1.26,PAGES/acc_trim.lua,1,2,10,0,a31d264d,f733508a
480x320,1.26,PAGES/battery.lua,2,4,40,0,e1c92c64,f7bf158d
480x320,1.26,PAGES/failsafe.lua,2,6,84,0,7a29e6f5,b37a1aad
480x320,1.26,PAGES/filters1.lua,6,9,190,0,36c09efd,128eae24
480x320,1.26,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.26,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.26,PAGES/pid_advanced.lua,0,1,2,0,2d7c3355,83175452
480x320,1.26,PAGES/pids1.lua,7,8,120,0,41fece96,838d9261
480x320,1.26,PAGES/pids2.lua,1,2,10,0,342bb6f8,93dfd8a6
480x320,1.26,PAGES/pos_osd.lua,5,5,50,0,484c3c8c,82900969
480x320,1.26,PAGES/profiles.lua,0,2,8,0,8779881f,fad4a7fb
480x320,1.26,PAGES/pwm.lua,2,5,60,0,2ef54948,36560ab8
480x320,1.26,PAGES/rates.lua,13,11,308,0,79894c61,9f1a341b
480x320,1.26,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.26,PAGES/rx.lua,1,5,55,0,ccf5248d,aa363d55
480x320,1.26,PAGES/simplified_tuning.lua,2,13,318,0,b62a1007,6c0caa2a
480x320,1.26,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.31,CONFIRM/acc_cal.lua,4,1,5,0,a62d8153,c2d8ee23
480x320,1.31,CONFIRM/pwm.lua,3,1,4,0,56af3afe,371e3f94
480x320,1.31,CONFIRM/vtx_tables.lua,3,1,4,0,78626999,7ecf0d61
480x320,1.31,PAGES/acc_trim.lua,1,2,10,0,3a154e55,262cdf62
480x320,1.31,PAGES/battery.lua,2,4,40,0,1bf44f2c,f54eca45
480x320,1.31,PAGES/failsafe.lua,2,6,84,0,87fcdc45,195879c9
480x320,1.31,PAGES/filters1.lua,6,9,190,0,841c1615,31b938a8
480x320,1.31,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.31,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.31,PAGES/pid_advanced.lua,1,3,21,0,e12c451d,c82bfb98
480x320,1.31,PAGES/pids1.lua,7,8,120,0,08e8f3ce,3afed979
480x320,1.31,PAGES/pids2.lua,1,2,10,0,103be198,c4a28ae6
480x320,1.31,PAGES/pos_osd.lua,5,5,50,0,6a44edec,67417c65
480x320,1.31,PAGES/profiles.lua,0,2,8,0,af701eaf,54d02d67
480x320,1.31,PAGES/pwm.lua,2,7,112,0,cd381e28,09b24db1
480x320,1.31,PAGES/rates.lua,13,11,308,0,6063ddc9,87854da3
480x320,1.31,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.31,PAGES/rx.lua,1,6,78,0,68e33e00,d750d454
480x320,1.31,PAGES/simplified_tuning.lua,2,13,318,0,08062bb7,8c4b68b6
480x320,1.31,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.33,CONFIRM/acc_cal.lua,4,1,5,0,2ee28dcd,dbb4827d
480x320,1.33,CONFIRM/pwm.lua,3,1,4,0,99f74166,c6da5128
480x320,1.33,CONFIRM/vtx_tables.lua,3,1,4,0,096c77c5,f6e0dec9
480x320,1.33,PAGES/acc_trim.lua,1,2,10,0,eab0b5af,74108bc6
480x320,1.33,PAGES/battery.lua,2,4,40,0,9acb65ec,2456f6e5
480x320,1.33,PAGES/failsafe.lua,2,6,84,0,2fe71349,90b4632d
480x320,1.33,PAGES/filters1.lua,6,9,190,0,a652bc4f,91dd76a4
480x320,1.33,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.33,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.33,PAGES/pid_advanced.lua,1,3,21,0,3f69ed7d,2ab2732e
480x320,1.33,PAGES/pids1.lua,7,8,120,0,5951e5ec,4c988939
480x320,1.33,PAGES/pids2.lua,1,2,10,0,ab6ab276,4831a4ee
480x320,1.33,PAGES/pos_osd.lua,5,5,50,0,58a29a1c,866c51d5
480x320,1.33,PAGES/profiles.lua,0,2,8,0,8b2b74db,94fc9163
480x320,1.33,PAGES/pwm.lua,2,7,112,0,1b9fc03a,0129b9e5
480x320,1.33,PAGES/rates.lua,13,11,308,0,00e2e9bd,b0b0ad93
480x320,1.33,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.33,PAGES/rx.lua,1,6,78,0,82916996,006355c4
480x320,1.33,PAGES/simplified_tuning.lua,2,13,318,0,b64de01d,a86f9502
480x320,1.33,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.35,CONFIRM/acc_cal.lua,4,1,5,0,56d59daf,ccd535bf
480x320,1.35,CONFIRM/pwm.lua,3,1,4,0,193c468e,1096185c
480x320,1.35,CONFIRM/vtx_tables.lua,3,1,4,0,195d3341,903f3339
480x320,1.35,PAGES/acc_trim.lua,1,2,10,0,bdbf6909,d74afcda
480x320,1.35,PAGES/battery.lua,2,4,40,0,bcad2b74,42365a4d
480x320,1.35,PAGES/failsafe.lua,2,6,84,0,55632c65,64e55c61
480x320,1.35,PAGES/filters1.lua,6,9,190,0,b7bc9ce1,e76fa588
480x320,1.35,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.35,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.35,PAGES/pid_advanced.lua,1,3,21,0,d727806d,ea3d97c4
480x320,1.35,PAGES/pids1.lua,7,8,120,0,d8a26962,19f4dc39
480x320,1.35,PAGES/pids2.lua,1,2,10,0,20ef73dc,334686b6
480x320,1.35,PAGES/pos_osd.lua,5,5,50,0,e71882d4,c95910c5
480x320,1.35,PAGES/profiles.lua,0,2,8,0,2e277edf,f1c623c7
480x320,1.35,PAGES/pwm.lua,2,7,112,0,8bbf1f24,beb53021
480x320,1.35,PAGES/rates.lua,13,11,308,0,5129b4e1,bd8a3a1b
480x320,1.35,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.35,PAGES/rx.lua,1,6,78,0,fafdd9ec,39a6e64c
480x320,1.35,PAGES/simplified_tuning.lua,2,13,318,0,0fc2c093,f94e8c46
480x320,1.35,PAGES/vtx.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.36,CONFIRM/acc_cal.lua,4,1,5,0,9dbcd44e,c95ae3e2
480x320,1.36,CONFIRM/pwm.lua,3,1,4,0,48993fd4,3a76a0da
480x320,1.36,CONFIRM/vtx_tables.lua,3,1,4,0,f84ab5d3,ab617e6b
480x320,1.36,PAGES/acc_trim.lua,1,2,10,0,28bab61a,ee064a4a
480x320,1.36,PAGES/battery.lua,2,4,40,0,c5151428,6ae5ea51
480x320,1.36,PAGES/failsafe.lua,2,6,84,0,020207b3,e89971c9
480x320,1.36,PAGES/filters1.lua,6,10,215,0,d9567d9b,22b81f40
480x320,1.36,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.36,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.36,PAGES/pid_advanced.lua,2,4,40,0,68ac42cc,6384a7dd
480x320,1.36,PAGES/pids1.lua,7,8,120,0,d11b9add,fbaf1dad
480x320,1.36,PAGES/pids2.lua,1,2,10,0,b455b133,28aded76
480x320,1.36,PAGES/pos_osd.lua,5,5,50,0,060f97d8,cc42b475
480x320,1.36,PAGES/profiles.lua,0,2,8,0,ca0c1377,087821a3
480x320,1.36,PAGES/pwm.lua,2,7,112,0,cbc99a39,0dfe0246
480x320,1.36,PAGES/rates.lua,13,11,308,0,17e08303,700b2d0f
480x320,1.36,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.36,PAGES/rx.lua,1,6,78,0,e69fbf21,8ce2649e
480x320,1.36,PAGES/simplified_tuning.lua,2,13,318,0,052f4312,db2d62e8
480x320,1.36,PAGES/vtx.lua,0,6,72,0,e79175f7,d1b79885
480x320,1.37,CONFIRM/acc_cal.lua,4,1,5,0,1b3197a9,eb608109
480x320,1.37,CONFIRM/pwm.lua,3,1,4,0,8586fdc6,7c134498
480x320,1.37,CONFIRM/vtx_tables.lua,3,1,4,0,bc91e9d5,e8cf8461
480x320,1.37,PAGES/acc_trim.lua,1,2,10,0,90cd5023,ade9ba76
480x320,1.37,PAGES/battery.lua,2,4,40,0,5fc583a4,86b443fd
480x320,1.37,PAGES/failsafe.lua,2,6,84,0,dd1e40f1,4936a8dd
480x320,1.37,PAGES/filters1.lua,6,10,215,0,4b0dfcb1,4996fd35
480x320,1.37,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.37,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.37,PAGES/pid_advanced.lua,2,4,40,0,9127c614,11d1ad55
480x320,1.37,PAGES/pids1.lua,7,8,120,0,ae1e50f0,9ec1d629
480x320,1.37,PAGES/pids2.lua,1,2,10,0,08c84c4a,58e92b8e
480x320,1.37,PAGES/pos_osd.lua,5,5,50,0,69e54c64,dbbf3bb5
480x320,1.37,PAGES/profiles.lua,0,2,8,0,30a54ad3,b5c3ab3b
480x320,1.37,PAGES/pwm.lua,2,7,112,0,a35d3660,db26adec
480x320,1.37,PAGES/rates.lua,13,13,390,0,411d8eff,150ff647
480x320,1.37,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.37,PAGES/rx.lua,1,6,78,0,df60b1b2,cc6fff3c
480x320,1.37,PAGES/simplified_tuning.lua,2,13,318,0,fee5ee19,e6fc670a
480x320,1.37,PAGES/vtx.lua,0,6,72,0,0dccd862,8fea6f21
480x320,1.38,CONFIRM/acc_cal.lua,4,1,5,0,0f062848,2c3305a4
480x320,1.38,CONFIRM/pwm.lua,3,1,4,0,58016038,204bfc22
480x320,1.38,CONFIRM/vtx_tables.lua,3,1,4,0,3dddfbf3,1eb91277
480x320,1.38,PAGES/acc_trim.lua,1,2,10,0,8f2a8314,a0b5b64e
480x320,1.38,PAGES/battery.lua,2,4,40,0,a9b14bd8,a7fbb391
480x320,1.38,PAGES/failsafe.lua,2,6,84,0,50f70373,c433b02d
480x320,1.38,PAGES/filters1.lua,6,10,215,0,fe97571b,7593ecee
480x320,1.38,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.38,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.38,PAGES/pid_advanced.lua,2,4,40,0,f7552804,33fa3fbd
480x320,1.38,PAGES/pids1.lua,7,8,120,0,8b86181b,6ce595f5
480x320,1.38,PAGES/pids2.lua,1,2,10,0,2548e411,3488f676
480x320,1.38,PAGES/pos_osd.lua,5,5,50,0,7dde3768,d62110bd
480x320,1.38,PAGES/profiles.lua,0,2,8,0,d4af3d53,573c76d7
480x320,1.38,PAGES/pwm.lua,2,7,112,0,2d31bc67,f0e76326
480x320,1.38,PAGES/rates.lua,13,13,390,0,8fb1d0fd,9bd511f3
480x320,1.38,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.38,PAGES/rx.lua,1,6,78,0,05749907,0453ad52
480x320,1.38,PAGES/simplified_tuning.lua,2,13,318,0,ae5b8890,bfd635c8
480x320,1.38,PAGES/vtx.lua,0,6,72,0,6e0c0976,03cc2aad
480x320,1.39,CONFIRM/acc_cal.lua,4,1,5,0,3bf8d21b,2f9ed01b
480x320,1.39,CONFIRM/pwm.lua,3,1,4,0,43646f7e,4ae50824
480x320,1.39,CONFIRM/vtx_tables.lua,3,1,4,0,cd853079,7551d181
480x320,1.39,PAGES/acc_trim.lua,1,2,10,0,5d17bf2d,8ac38c72
480x320,1.39,PAGES/battery.lua,2,4,40,0,265e0fdc,b72f1505
480x320,1.39,PAGES/failsafe.lua,3,6,90,0,b5725009,eab6eb98
480x320,1.39,PAGES/filters1.lua,8,14,305,0,ce645835,4ee71dbe
480x320,1.39,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.39,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.39,PAGES/pid_advanced.lua,2,4,40,0,10af949c,eec3a5ed
480x320,1.39,PAGES/pids1.lua,7,8,120,0,27a754b6,ff8c73c9
480x320,1.39,PAGES/pids2.lua,1,2,10,0,d677d928,fe097506
480x320,1.39,PAGES/pos_osd.lua,5,5,50,0,2363beec,311c1ab5
480x320,1.39,PAGES/profiles.lua,0,2,8,0,d70843df,baf297c7
480x320,1.39,PAGES/pwm.lua,2,7,112,0,1f8a70c6,572434f0
480x320,1.39,PAGES/rates.lua,13,13,390,0,96697ebb,bf6fcd73
480x320,1.39,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.39,PAGES/rx.lua,1,6,78,0,5378c998,f0113364
480x320,1.39,PAGES/simplified_tuning.lua,2,13,318,0,90fa872f,4d093996
480x320,1.39,PAGES/vtx.lua,0,6,72,0,11527e16,8793f469
480x320,1.4,CONFIRM/acc_cal.lua,4,1,5,0,5a2b5da7,0726708b
480x320,1.4,CONFIRM/pwm.lua,3,1,4,0,ef43c524,e38349ca
480x320,1.4,CONFIRM/vtx_tables.lua,3,1,4,0,fb67faed,b0297a41
480x320,1.4,PAGES/acc_trim.lua,1,2,10,0,00ca3033,a859b3f6
480x320,1.4,PAGES/battery.lua,2,4,40,0,5ab6d60a,b67b35e1
480x320,1.4,PAGES/failsafe.lua,3,6,90,0,a82c0cc9,cb4b25fa
480x320,1.4,PAGES/filters1.lua,8,14,305,0,fa177fb3,9ffb31f8
480x320,1.4,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.4,PAGES/gpspids.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.4,PAGES/pid_advanced.lua,4,12,272,0,157656de,e76f572b
480x320,1.4,PAGES/pids1.lua,7,8,120,0,61895f9c,d6a40579
480x320,1.4,PAGES/pids2.lua,6,4,44,0,17ca43e1,ca42b435
480x320,1.4,PAGES/pos_osd.lua,5,5,50,0,b71af380,7ec6be69
480x320,1.4,PAGES/profiles.lua,0,2,8,0,ba376811,cd9a9df3
480x320,1.4,PAGES/pwm.lua,2,7,112,0,c65efe3c,435e1cca
480x320,1.4,PAGES/rates.lua,13,13,390,0,6d6bf311,0866f135
480x320,1.4,PAGES/rescue.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.4,PAGES/rx.lua,4,12,279,0,548a9d25,c40eb734
480x320,1.4,PAGES/simplified_tuning.lua,2,13,318,0,6fc74739,88de705e
480x320,1.4,PAGES/vtx.lua,0,6,72,0,a037fd9e,f45425f5
480x320,1.41,CONFIRM/acc_cal.lua,4,1,5,0,e58c2e98,752c4fa8
480x320,1.41,CONFIRM/pwm.lua,3,1,4,0,586a50b4,926bccb2
480x320,1.41,CONFIRM/vtx_tables.lua,3,1,4,0,496fb967,82e1dbdf
480x320,1.41,PAGES/acc_trim.lua,1,2,10,0,0f6a1334,8858169e
480x320,1.41,PAGES/battery.lua,2,4,40,0,f8baad04,645feb29
480x320,1.41,PAGES/failsafe.lua,3,6,90,0,4446e936,2ec47ed8
480x320,1.41,PAGES/filters1.lua,10,21,480,0,77f4789e,04f8e093
480x320,1.41,PAGES/filters2.lua,0,0,0,0,811c9dc5,811c9dc5
480x320,1.41,PAGES/gpspids.lua,7,7,98,0,bc0d756b,de506f92
480x320,1.41,PAGES/pid_advanced.lua,4,13,306,0,71788e88,a1c51737
480x320,1.41,PAGES/pids1.lua,7,9,144,0,78e4b6e8,4f64a3ad
480x320,1.41,PAGES/pids2.lua,8,9,180,0,7b738e2d,a7221092
480x320,1.41,PAGES/pos_osd.lua,5,5,50,0,b5ea0cb8,28e29e01
480x320,1.41,PAGES/profiles.lua,0,2,8,0,b494bc0f,9fa53c2b
480x320,1.41,PAGES/pwm.lua,2,6,84,0,17aecada,fa8cb201
480x320,1.41,PAGES/rates.lua,13,15,510,0,1cabb4d0,4f553647
480x320,1.41,PAGES/rescue.lua,1,9,171,0,861fadcd,f07a8c08
480x320,1.41,PAGES/rx.lua,4,12,279,0,61df6699,5fdfa87d
480x320,1.41,PAGES/simplified_tuning.lua,2,13,318,0,543ab5c8,607d5130
480x320,1.41,PAGES/vtx.lua,0,6,72,0,32267202,c2979815
480x320,1.42,CONFIRM/acc_cal.lua,4,1,5,0,70e726b5,0f0092c9
480x320,1.42,CONFIRM/pwm.lua,3,1,4,0,6269257e,7f806ecc
480x320,1.42,CONFIRM/vtx_tables.lua,3,1,4,0,46938b45,11d00265
480x320,1.42,PAGES/acc_trim.lua,1,2,10,0,9f387c63,b3db571a
480x320,1.42,PAGES/battery.lua,2,4,40,0,6a76387c,16ca1085
480x320,1.42,PAGES/failsafe.lua,3,6,90,0,b661123b,fbdf1a64
480x320,1.42,PAGES/filters1.lua,10,21,480,0,bbfc35db,4d5b43d7
480x320,1.42,PAGES/filters2.lua,2,6,84,0,295f1df2,aa06bb31
480x320,1.42,PAGES/gpspids.lua,7,7,98,0,4556a633,dc048276
480x320,1.42,PAGES/pid_advanced.lua,4,13,306,0,4442e242,37b587ba
480x320,1.42,PAGES/pids1.lua,7,9,144,0,02b683b4,16d5381f
480x320,1.42,PAGES/pids2.lua,8,9,180,0,7b6397d4,2c748dd0
480x320,1.42,PAGES/pos_osd.lua,5,5,50,0,aefa03b0,a6781d05
480x320,1.42,PAGES/profiles.lua,0,2,8,0,b883f513,21f6f6cf
480x320,1.42,PAGES/pwm.lua,2,6,84,0,2765f55e,31895d61
480x320,1.42,PAGES/rates.lua,13,15,510,0,412691f0,18497bb7
480x320,1.42,PAGES/rescue.lua,1,9,171,0,2b76909f,6bdf3317
480x320,1.42,PAGES/rx.lua,4,13,304,0,3c03212d,71531bb0
480x320,1.42,PAGES/simplified_tuning.lua,2,13,318,0,a880d7c9,fc7d8ada
480x320,1.42,PAGES/vtx.lua,0,6,72,0,6772907a,4442ceb1
480x320,1.43,CONFIRM/acc_cal.lua,4,1,5,0,75c3b702,1afc6ef2
480x320,1.43,CONFIRM/pwm.lua,3,1,4,0,6ecf6f38,f62f4a92
480x320,1.43,CONFIRM/vtx_tables.lua,3,1,4,0,02e8c54f,35a6851b
480x320,1.43,PAGES/acc_trim.lua,1,2,10,0,7105998a,924ba366
480x320,1.43,PAGES/battery.lua,2,4,40,0,8a0d6548,cb804581
480x320,1.43,PAGES/failsafe.lua,3,6,90,0,987d7f48,76966f28
480x320,1.43,PAGES/filters1.lua,10,21,480,0,34dfafcc,4bbda8a7
480x320,1.43,PAGES/filters2.lua,2,6,84,0,14899701,c1a63d53
480x320,1.43,PAGES/gpspids.lua,7,7,98,0,83566c2b,86b9af26
480x320,1.43,PAGES/pid_advanced.lua,4,15,359,0,58bb846d,d239976f
480x320,1.43,PAGES/pids1.lua,7,9,144,0,3edbafa4,d9276da1
480x320,1.43,PAGES/pids2.lua,8,9,180,0,12b738cb,10a61c2a
480x320,1.43,PAGES/pos_osd.lua,5,5,50,0,af3feb84,07ada0bd
480x320,1.43,PAGES/profiles.lua,0,2,8,0,a5b7a4d7,55bea167
480x320,1.43,PAGES/pwm.lua,2,4,40,0,ffc12497,25859e69
480x320,1.43,PAGES/rates.lua,13,16,540,0,f1e03336,6429f858
480x320,1.43,PAGES/rescue.lua,1,13,327,0,285bc762,a105aa72
480x320,1.43,PAGES/rx.lua,4,11,248,0,5a309857,4f6fcd09
480x320,1.43,PAGES/simplified_tuning.lua,2,13,318,0,e6ba5b82,d6ea3c04
480x320,1.43,PAGES/vtx.lua,0,6,72,0,94714a72,29f65935
480x320,1.44,CONFIRM/acc_cal.lua,4,1,5,0,93aba727,4af35bd3
480x320,1.44,CONFIRM/pwm.lua,3,1,4,0,fbc02b6e,370aca10
480x320,1.44,CONFIRM/vtx_tables.lua,3,1,4,0,bb1c39f1,1c44788d
480x320,1.44,PAGES/acc_trim.lua,1,2,10,0,bc8e0f49,ac5c845a
480x320,1.44,PAGES/battery.lua,2,4,40,0,91d0a618,493be845
480x320,1.44,PAGES/failsafe.lua,3,6,90,0,c828b09d,92378d1c
480x320,1.44,PAGES/filters1.lua,10,21,480,0,b15dd331,e8493993
480x320,1.44,PAGES/filters2.lua,2,6,84,0,79134e05,eadaac55
480x320,1.44,PAGES/gpspids.lua,7,7,98,0,956852fb,baaefa12
480x320,1.44,PAGES/pid_advanced.lua,4,16,384,0,0b06a972,39910484
480x320,1.44,PAGES/pids1.lua,7,9,144,0,9d25bba3,177cc810
480x320,1.44,PAGES/pids2.lua,8,14,390,0,a6179e4c,a0cecfbb
480x320,1.44,PAGES/pos_osd.lua,5,5,50,0,d89c9484,92066ca9
480x320,1.44,PAGES/profiles.lua,0,2,8,0,0178717b,ee9dd003
480x320,1.44,PAGES/pwm.lua,2,6,84,0,f039f1f1,d12fd7b9
480x320,1.44,PAGES/rates.lua,13,16,540,0,63ac1731,800a6fac
480x320,1.44,PAGES/rescue.lua,1,14,354,0,17dce321,95428225
480x320,1.44,PAGES/rx.lua,4,8,160,0,f4f5dab8,2d57cfe1
480x320,1.44,PAGES/simplified_tuning.lua,2,13,318,0,ce6e25c3,98e74322
480x320,1.44,PAGES/vtx.lua,0,6,72,0,5334d55a,7cab4681
480x320,1.45,CONFIRM/acc_cal.lua,4,1,5,0,61b2b1ec,acbac34c
480x320,1.45,CONFIRM/pwm.lua,3,1,4,0,522b6454,d65233e2
480x320,1.45,CONFIRM/vtx_tables.lua,3,1,4,0,180b33c7,9049d9ef
480x320,1.45,PAGES/acc_trim.lua,1,2,10,0,aedbcdd0,67841f7e
480x320,1.45,PAGES/battery.lua,2,4,40,0,e7508c1c,a3d92919
480x320,1.45,PAGES/failsafe.lua,3,6,90,0,9140e1c2,a9639a90
480x320,1.45,PAGES/filters1.lua,10,21,480,0,d1719d4a,054c3375
480x320,1.45,PAGES/filters2.lua,2,6,84,0,c97ea7e5,dde7ee2d
480x320,1.45,PAGES/gpspids.lua,7,7,98,0,1a5f4a4b,44d49762
480x320,1.45,PAGES/pid_advanced.lua,5,17,410,0,8f86ba3f,37fc56e3
480x320,1.45,PAGES/pids1.lua,7,9,144,0,f6e8a7e7,4676d32e
480x320,1.45,PAGES/pids2.lua,8,14,390,0,e6acaca2,45a44de3
480x320,1.45,PAGES/pos_osd.lua,5,5,50,0,137b2440,2bd5d749
480x320,1.45,PAGES/profiles.lua,0,2,8,0,59737b6f,1c76d503
480x320,1.45,PAGES/pwm.lua,2,6,84,0,a518504d,3b1550c1
480x320,1.45,PAGES/rates.lua,12,14,434,0,e91c64d4,7612b131
480x320,1.45,PAGES/rescue.lua,1,14,354,0,387a5f8c,752d2a27
480x320,1.45,PAGES/rx.lua,4,8,160,0,9bec6e92,1fc668bd
480x320,1.45,PAGES/simplified_tuning.lua,2,13,318,0,1485c3c4,68564710
480x320,1.45,PAGES/vtx.lua,0,6,72,0,e8c33eba,bfb6c605
480x320,1.46,CONFIRM/acc_cal.lua,4,1,5,0,99b0ead1,2d6735fd
480x320,1.46,CONFIRM/pwm.lua,3,1,4,0,691294e6,bdbc1d0c
480x320,1.46,CONFIRM/vtx_tables.lua,3,1,4,0,5b30186d,2324b3c5
480x320,1.46,PAGES/acc_trim.lua,1,2,10,0,60748a3f,fc422172
480x320,1.46,PAGES/battery.lua,2,4,40,0,f8b71afc,3a9e5b7d
480x320,1.46,PAGES/failsafe.lua,3,6,90,0,c9530a57,c748e80c
480x320,1.46,PAGES/filters1.lua,10,21,480,0,4460b747,bb301253
480x320,1.46,PAGES/filters2.lua,2,6,84,0,6db35dd9,6a85c589
480x320,1.46,PAGES/gpspids.lua,7,7,98,0,17841c9b,04fd4576
480x320,1.46,PAGES/pid_advanced.lua,5,17,410,0,7320df05,ad30bfc1
480x320,1.46,PAGES/pids1.lua,7,9,144,0,60c328f3,a6a59d08
480x320,1.46,PAGES/pids2.lua,8,14,390,0,ec1e10b0,f0ca46b3
480x320,1.46,PAGES/pos_osd.lua,5,5,50,0,204c3828,57a5e38d
480x320,1.46,PAGES/profiles.lua,0,2,8,0,d1ae8dab,350ec4c7
